,accuracy,precision,f1_score,mmc,rocAUC,specificity,sensitivity,pro_cutoff,prAUC
RNN,0.8653846153846153,0.8297857142857143,0.8206826506826506,0.7238312845459454,0.8944632079307002,0.8857397504456328,0.8304093567251462,"[0.4904869794845581, 0.39469996094703674, 0.07469550520181656, 0.25710514187812805, 0.3804350197315216]",0.8522060422657592
