,accuracy,precision,f1_score,mmc,rocAUC,specificity,sensitivity,pro_cutoff,prAUC
0,0.8695542046605876,0.4257885994054905,0.5646470967591334,0.5419021058106998,0.9070395474706026,0.8716115558649495,0.8514619883040936,"[0.03661616891622543, 0.2407371997833252, 0.05720239877700806, 0.04481586068868637, 0.15007217228412628]",0.6341398878259457
